#designation	ra	dec	w1	w1_err	h	h_err	k	k_err	Halpha_type	objtype_Hou	objtype_SIMBAD
J054834.93+273815.8	87.145545	27.637732	-	-	-	-	-	-	VI	unknown	-
J053505.23+272805.5	83.771828	27.468199	-	-	-	-	-	-	VI	unknown	-
J143729.14-021506.0	219.37145	-2.2516866	-	-	-	-	-	-	VI	unknown	WhiteDwarfCandidate
J062622.59+265349.3	96.594141	26.897038	-	-	-	-	-	-	VI	unknown	-
J054030.68+333102.1	85.127852	33.51725	-	-	-	-	-	-	VI	unknown	-
J194800.36+451347.4	297.0015	45.229853	15.692	0.038	15.736	0.118	15.475	-	VI	unknown	-
J055620.46+280008.2	89.08527	28.002296	15.583	0.053	15.631	0.092	15.543	0.163	VI	unknown	-
J072008.08+150843.2	110.03369	15.145346	-	-	-	-	-	-	VI	unknown	-
J021558.37+384620.1	33.993218	38.772257	-	-	-	-	-	-	VI	unknown	Star
J053917.68+254628.8	84.823699	25.774687	14.243	0.030	14.542	0.051	14.283	0.058	VI	unknown	-
J064042.85+340816.6	100.17857	34.137955	-	-	-	-	-	-	VI	unknown	-
J034645.27+290643.7	56.688635	29.112161	15.527	0.044	-	-	-	-	VI	unknown	-
J041515.51+352601.7	63.814643	35.433821	15.812	0.104	16.210	0.177	15.734	-	VI	unknown	-
J063650.09+291925.0	99.208728	29.323616	-	-	-	-	-	-	VI	unknown	-
J125441.98+555809.1	193.674921	55.969211	-	-	-	-	-	-	VI	unknown	-
J142551.28-013317.2	216.46369	-1.5547895	17.386	0.154	-	-	-	-	VI	unknown	WhiteDwarf
J013236.01+302620.6	23.150083	30.439083	-	-	-	-	-	-	VI	unknown	-
J042518.84+294502.4	66.328501	29.750691	15.471	0.049	15.527	0.115	15.265	0.135	VI	unknown	-
J055006.89+280214.2	87.528737	28.0373	-	-	-	-	-	-	VI	unknown	-
J022534.95+013651.1	36.3956272	1.6142218	-	-	-	-	-	-	VI	unknown	-
J052618.22+285524.2	81.575928	28.923403	-	-	-	-	-	-	VI	unknown	-
J055940.14+300033.8	89.917258	30.0094	-	-	-	-	-	-	VI	unknown	-
J041155.24+320138.4	62.980199	32.027346	-	-	-	-	-	-	VI	unknown	-
J065844.37+272855.5	104.68491	27.48211	-	-	-	-	-	-	VI	unknown	-
J051625.20+253140.3	79.105024	25.527881	14.175	0.030	14.528	0.053	14.194	0.048	VI	unknown	-
J070527.54+133641.7	106.36476	13.611587	-	-	-	-	-	-	VI	unknown	-
J023031.66+535207.9	37.6319428	53.8688878	-	-	-	-	-	-	VI	unknown	-
J060347.40+284507.0	90.947509	28.751968	-	-	-	-	-	-	VI	unknown	-
J051708.84+280244.3	79.286863	28.045651	-	-	-	-	-	-	VI	unknown	-
J062224.82+275915.8	95.603453	27.987748	-	-	-	-	-	-	VI	unknown	-
J053447.30+251619.8	83.697085	25.27217	15.083	0.040	15.205	0.076	14.980	0.104	VI	unknown	-
J062428.93+321827.2	96.120555	32.307576	16.501	0.104	-	-	-	-	VI	unknown	-
J050916.37+322110.1	77.318215	32.352818	-	-	-	-	-	-	VI	unknown	-
J052023.03+303533.8	80.095995	30.592737	16.531	0.107	-	-	-	-	VI	unknown	-
J062806.37+283624.1	97.02655	28.606717	16.883	0.136	-	-	-	-	VI	unknown	-
J054803.12+292124.2	87.013005	29.356738	-	-	-	-	-	-	VI	unknown	-
J052343.33+282240.4	80.930562	28.377913	-	-	-	-	-	-	VI	unknown	-
J055958.82+293823.9	89.99511	29.639999	-	-	-	-	-	-	VI	unknown	-
J060152.04+302056.1	90.466866	30.348922	-	-	-	-	-	-	VI	unknown	-
J055908.08+304735.0	89.78369	30.793083	-	-	-	-	-	-	VI	unknown	-
J053055.51+272502.2	82.731298	27.417296	-	-	-	-	-	-	VI	unknown	-
J171132.39+261440.4	257.8849686	26.2445616	-	-	-	-	-	-	VI	unknown	Star
J081704.72+301332.6	124.26967	30.22574	15.828	0.051	15.932	0.169	15.455	-	VI	unknown	-
J074823.29+064659.3	117.09705	6.783161	-	-	-	-	-	-	VI	unknown	-
J083227.80+164939.3	128.115865	16.827601	-	-	-	-	-	-	VI	unknown	Star
J063153.13+282154.1	97.971381	28.365048	16.404	0.098	16.476	0.228	15.955	0.198	VI	unknown	-
J055725.83+294616.6	89.357648	29.771288	15.676	0.052	15.664	0.119	15.292	-	VI	unknown	-
J041212.63+311411.9	63.052656	31.236658	16.984	0.124	-	-	-	-	VI	unknown	-
J063407.15+345608.9	98.529796	34.935816	17.254	0.152	-	-	-	-	VI	unknown	-
J041127.21+310555.9	62.863408	31.09887	15.828	0.055	16.036	0.178	15.705	0.183	VI	unknown	-
J051856.63+310759.7	79.735965	31.133262	16.638	0.110	-	-	-	-	VI	unknown	-
J063808.89+194047.9	99.537062	19.679992	-	-	-	-	-	-	VI	unknown	-
J051511.99+294207.6	78.799986	29.702122	-	-	-	-	-	-	VI	unknown	-
J055612.93+304351.1	89.053911	30.730888	16.161	0.075	16.677	-	15.956	-	VI	unknown	-
J051520.43+295058.5	78.835146	29.849599	-	-	-	-	-	-	VI	unknown	-
J070010.78+274404.4	105.04492	27.734583	-	-	-	-	-	-	VI	unknown	-
J020650.88+582628.1	31.712015	58.441143	14.512	0.028	14.755	0.066	14.510	0.089	VI	unknown	-
J055649.41+264342.3	89.205904	26.728426	15.569	0.053	15.895	0.130	15.368	0.132	VI	unknown	-
J055707.31+280908.8	89.280471	28.15247	15.795	0.060	16.142	0.179	15.714	0.190	VI	unknown	-
J014858.99+314302.6	27.2458	31.717404	17.519	0.149	-	-	-	-	VI	unknown	-
J005739.65+382557.9	14.415244	38.432754	-	-	-	-	-	-	VI	unknown	-
J042811.46+303147.3	67.047773	30.529807	-	-	-	-	-	-	VI	unknown	-
J004446.24+420011.1	11.192667	42.003111	-	-	-	-	-	-	VI	unknown	-
J093512.20+310959.3	143.8008625	31.166475	16.600	0.094	16.469	-	16.677	-	VI	unknown	WhiteDwarf
J040959.04+313837.4	62.496017	31.643736	16.179	0.066	16.297	0.223	15.639	0.169	VI	unknown	-
J110920.40+264724.7	167.3350375	26.7902139	15.851	0.051	15.981	0.123	15.340	0.143	VI	unknown	WhiteDwarf
J034554.93+242547.9	56.478899	24.429986	15.247	0.050	16.099	0.187	16.038	0.265	VI	unknown	-
J010450.45+423607.2	16.210221	42.602023	16.101	0.048	15.969	0.153	15.439	-	VI	unknown	-
J052920.73+282616.8	82.336383	28.438022	15.460	0.051	15.909	0.137	15.196	0.128	VI	unknown	-
J062801.05+243331.9	97.004411	24.558882	14.659	0.037	14.640	0.053	14.591	0.075	VI	unknown	-
J055845.57+274637.7	89.689889	27.777151	-	-	-	-	-	-	VI	unknown	-
J013336.61+302239.2	23.402542	30.377583	-	-	-	-	-	-	VI	unknown	PossibleGlobularCluster
J062224.88+275423.2	95.603703	27.90645	-	-	-	-	-	-	VI	unknown	-
J055702.54+275913.3	89.260593	27.987034	-	-	-	-	-	-	VI	unknown	-
J033104.24+274401.4	52.767702	27.73374	-	-	-	-	-	-	VI	unknown	-
J091021.49+593033.8	137.58958	59.50939	16.583	0.070	16.031	0.217	15.416	-	VI	unknown	WhiteDwarfCandidate
J063430.99+280337.6	98.629163	28.060456	15.786	0.068	16.151	0.158	15.482	0.144	VI	unknown	-
J060641.68+290709.9	91.673707	29.119431	-	-	-	-	-	-	VI	unknown	-
J134336.44+082639.4	205.90185	8.444295	15.611	0.039	15.634	0.138	15.290	0.195	VI	unknown	-
J133429.83+490026.5	203.6243101	49.007382	-	-	-	-	-	-	VI	unknown	-
J052629.86+310559.8	81.624423	31.099951	15.411	0.051	15.605	0.122	15.245	0.164	VI	unknown	-
J040315.47+293112.2	60.814463	29.520067	-	-	-	-	-	-	VI	unknown	-
J041723.28+301052.1	64.34701	30.181159	-	-	-	-	-	-	VI	unknown	-
J062941.11+304056.7	97.421319	30.682427	-	-	-	-	-	-	VI	unknown	-
J052521.61+303002.5	81.34007	30.500701	15.468	0.049	15.772	0.139	15.504	0.215	VI	unknown	-
J055024.77+283337.2	87.603237	28.56034	-	-	-	-	-	-	VI	unknown	-
J053401.25+332043.7	83.505219	33.345475	-	-	-	-	-	-	VI	unknown	-
J044148.70+544006.2	70.452941	54.668401	-	-	-	-	-	-	VI	unknown	-
J052447.61+292854.1	81.19841	29.481702	16.477	0.098	16.456	0.226	16.201	-	VI	unknown	-
J052557.09+302033.9	81.487896	30.342751	-	-	-	-	-	-	VI	unknown	-
J055810.91+264847.5	89.545465	26.813209	-	-	-	-	-	-	VI	unknown	-
J055754.36+301749.1	89.47654	30.296997	15.117	0.042	15.125	0.093	15.144	0.133	VI	unknown	-
J065706.18+215210.8	104.27577	21.86967	15.974	0.059	16.355	0.223	15.762	0.203	VI	unknown	-
J052358.97+294415.3	80.995718	29.737601	-	-	-	-	-	-	VI	unknown	-
J053553.53+271251.6	83.973042	27.214336	-	-	-	-	-	-	VI	unknown	-
J032839.90+255738.0	52.166262	25.960579	-	-	-	-	-	-	VI	unknown	-
J061436.29+223355.4	93.651209	22.565396	-	-	-	-	-	-	VI	unknown	-
J063231.53+275012.7	98.131384	27.836884	-	-	-	-	-	-	VI	unknown	-
J055754.29+264243.6	89.47621	26.71212	-	-	-	-	-	-	VI	unknown	-
J055209.41+220455.1	88.039211	22.081976	-	-	-	-	-	-	VI	unknown	-
J223847.80+095302.5	339.699172	9.884046	15.033	0.036	15.032	0.080	14.802	0.107	VI	unknown	Star
J055122.83+285635.4	87.845134	28.943184	15.991	0.067	16.154	0.218	15.629	0.203	VI	unknown	-
J055740.05+272559.9	89.416912	27.433317	-	-	-	-	-	-	VI	unknown	-
J052458.38+301017.3	81.243262	30.171497	-	-	-	-	-	-	VI	unknown	-
J052707.68+290112.3	81.782003	29.020089	-	-	-	-	-	-	VI	unknown	-
J055934.25+290533.0	89.892715	29.092505	-	-	-	-	-	-	VI	unknown	-
J074525.01+254706.6	116.35421	25.785172	-	-	-	-	-	-	VI	unknown	-
J060452.19+311256.3	91.217459	31.215651	-	-	-	-	-	-	VI	unknown	-
J062009.33+291812.8	95.038881	29.303564	-	-	-	-	-	-	VI	unknown	-
J053013.10+295644.5	82.554617	29.945695	15.199	0.044	15.244	-	15.935	-	VI	unknown	-
J045249.13+253738.5	73.204747	25.627386	-	-	-	-	-	-	VI	unknown	-
J052336.76+291604.7	80.903178	29.267998	-	-	-	-	-	-	VI	unknown	-
J055737.60+275750.4	89.406707	27.964026	-	-	-	-	-	-	VI	unknown	-
J051545.30+301021.9	78.938761	30.172777	14.344	0.031	14.437	0.060	14.239	0.070	VI	unknown	-
J054514.05+253118.0	86.308573	25.521667	-	-	-	-	-	-	VI	unknown	-
J055834.14+303444.3	89.642267	30.578976	-	-	-	-	-	-	VI	unknown	-
J063757.40+340129.9	99.489176	34.024996	15.671	0.049	15.620	0.136	15.073	-	VI	unknown	-
J051337.18+311251.5	78.404923	31.214312	-	-	-	-	-	-	VI	unknown	-
J053301.90+244302.3	83.257921	24.717332	-	-	-	-	-	-	VI	unknown	-
J055955.00+290407.3	89.979192	29.068701	15.064	0.043	15.195	0.087	14.911	0.101	VI	unknown	-
J041737.02+300740.2	64.404255	30.127843	16.545	0.091	16.446	-	15.896	-	VI	unknown	WhiteDwarfCandidate
J004025.45+420045.4	10.106048	42.012627	-	-	-	-	-	-	VI	unknown	-
J065925.48+272453.9	104.85618	27.414977	-	-	-	-	-	-	VI	unknown	-
J060529.32+233314.3	91.372184	23.553981	14.679	0.034	15.177	0.098	14.762	0.086	VI	unknown	-
J051628.23+462450.8	79.117665	46.414131	-	-	-	-	-	-	VI	unknown	-
J081526.22+290843.8	123.85929	29.145519	16.532	0.085	17.083	0.367	16.546	-	VI	unknown	-
J051007.50+333716.9	77.531277	33.621375	-	-	-	-	-	-	VI	unknown	-
J050722.88+240558.1	76.84535	24.099476	-	-	-	-	-	-	VI	unknown	-
J000423.90+130858.9	1.0996156	13.1497022	15.136	0.038	-	-	-	-	VI	unknown	-
J062452.64+274024.2	96.219348	27.673399	16.102	0.072	15.905	-	15.605	-	VI	unknown	-
J052439.71+282108.3	81.165466	28.352315	-	-	-	-	-	-	VI	unknown	-
J051532.55+295729.2	78.885636	29.958138	14.957	0.038	14.904	0.086	14.847	0.116	VI	unknown	-
J060324.55+292219.5	90.852317	29.372106	-	-	-	-	-	-	VI	unknown	-
J051442.65+292734.3	78.677735	29.459543	15.886	0.063	16.240	0.163	15.880	0.181	VI	unknown	-
J034628.06+235806.6	56.616931	23.968507	15.163	0.048	-	-	-	-	VI	unknown	-
J054900.97+250502.9	87.25406	25.084151	-	-	-	-	-	-	VI	unknown	-
J062633.63+264911.3	96.640163	26.819812	16.156	0.074	16.088	0.190	15.673	-	VI	unknown	-
J080808.46+305340.6	122.03525	30.894623	16.758	0.103	-	-	-	-	VI	unknown	-
J003800.10+575918.4	9.500427	57.988471	14.107	0.038	14.708	0.079	14.685	0.106	VI	unknown	-
J062442.46+282946.5	96.176952	28.496275	-	-	-	-	-	-	VI	unknown	-
J004409.72+414003.7	11.0405	41.667722	-	-	-	-	-	-	VI	unknown	VariableStar
J062534.05+222732.7	96.39188	22.459085	-	-	-	-	-	-	VI	unknown	-
J080656.76+152718.1	121.7365125	15.45505	-	-	-	-	-	-	VI	unknown	HorizontalBranchStar
J060355.58+291105.6	90.981586	29.184905	14.853	0.037	15.010	0.063	14.728	0.089	VI	unknown	-
J055617.79+292628.9	89.074165	29.441387	15.340	0.045	15.966	0.137	15.346	0.127	VI	unknown	-
J044556.57+205518.1	71.485745	20.921715	15.751	0.055	16.066	0.177	15.479	-	VI	unknown	-
J052415.38+300235.1	81.064087	30.043098	-	-	-	-	-	-	VI	unknown	-
J035556.54+475231.0	58.985601	47.875304	-	-	-	-	-	-	VI	unknown	-
J055751.84+300109.6	89.466011	30.019351	15.302	0.045	15.444	0.125	15.068	0.129	VI	unknown	-
J054459.80+253122.6	86.249181	25.52296	-	-	-	-	-	-	VI	unknown	-
J025716.21+335732.0	44.317554	33.958911	-	-	-	-	-	-	VI	unknown	-
J055141.28+240306.1	87.922025	24.051703	-	-	-	-	-	-	VI	unknown	-
J052707.68+290112.3	81.782003	29.020089	-	-	-	-	-	-	VI	unknown	-
J065313.65+051513.5	103.30689	5.2537649	-	-	-	-	-	-	VI	unknown	Infra-Redsource
J051513.51+295353.0	78.806321	29.898064	-	-	-	-	-	-	VI	unknown	-
J065530.41+252838.8	103.87674	25.47746	16.162	0.064	16.126	0.171	15.367	-	VI	unknown	-
J054949.20+222802.2	87.455002	22.467304	14.820	0.039	15.463	0.106	15.132	0.123	VI	unknown	-
J094049.56+335853.0	145.20653	33.9814	-	-	-	-	-	-	VI	unknown WhiteDwarf
J025720.82+551743.2	44.3367882	55.2953523	-	-	-	-	-	-	VI	unknown	-
J003927.35+403726.9	9.8639704	40.624143	14.689	0.043	16.435	0.326	15.499	-	VI	unknown	-
J070517.67+223758.5	106.32366	22.63294	-	-	-	-	-	-	VI	unknown	-
J030757.57+262544.2	46.989875	26.428965	14.392	0.030	14.400	0.040	14.409	0.061	VI	unknown	-
J055000.23+250300.7	87.500992	25.050215	15.439	0.053	15.675	0.153	17.020	-	VI	unknown	-
J110144.67+480307.3	165.436139	48.052049	15.331	0.036	15.898	0.175	15.249	0.150	VI	unknown	-
J065658.94+284457.6	104.2456	28.749339	-	-	-	-	-	-	VI	unknown	WhiteDwarfCandidate
J060205.35+291545.6	90.522306	29.262673	-	-	-	-	-	-	VI	unknown	-
J055818.25+282802.7	89.576072	28.467425	14.291	0.032	15.519	0.118	15.338	0.157	VI	unknown	-
J041138.21+432430.4	62.9092411	43.4084461	-	-	-	-	-	-	VI	unknown	-
J061118.04+253033.7	92.825193	25.509388	-	-	-	-	-	-	VI	unknown	-
J035534.00+521441.0	58.891682	52.244749	-	-	-	-	-	-	VI	unknown	-
J054145.16+242512.7	85.438201	24.420216	15.403	0.047	15.685	0.132	15.311	0.151	VI	unknown	-
J034638.80+494703.7	56.661669	49.784373	12.406	0.024	12.731	0.033	12.558	0.028	VI	unknown	-
J041519.41+453148.0	63.830891	45.53	13.273	0.024	14.113	0.087	14.001	0.085	VI	unknown	-
J060644.65+290825.0	91.686078	29.140295	14.803	0.036	15.311	0.082	14.864	-	VI	unknown	-
J032939.06+272119.1	52.412756	27.355314	15.828	0.053	15.819	0.159	16.457	-	VI	unknown	-
J063234.65+292430.7	98.14439	29.408532	15.767	0.056	15.966	0.139	15.657	0.176	VI	unknown	-
J010130.48+344019.5	15.377023	34.672092	15.834	0.045	15.863	0.173	15.583	0.227	VI	unknown	-
J060514.62+285705.6	91.310926	28.951582	14.265	0.038	14.530	0.059	14.376	0.067	VI	unknown	-
J055003.94+284125.2	87.516426	28.690348	-	-	-	-	-	-	VI	unknown	-
J014800.71+312638.3	27.002969	31.443977	16.266	0.059	16.341	0.208	16.885	-	VI	unknown	-
J040315.47+293112.2	60.814463	29.520067	-	-	-	-	-	-	VI	unknown	-
J054114.38+331924.0	85.309927	33.323359	-	-	-	-	-	-	VI	unknown	-
J081204.87+135205.1	123.020325	13.8680861	-	-	-	-	-	-	VI	unknown	WhiteDwarf
J054934.07+290214.9	87.391975	29.037481	-	-	-	-	-	-	VI	unknown	-
J054915.98+252753.8	87.316606	25.464966	-	-	-	-	-	-	VI	unknown	-
J093208.18+264754.5	143.034089	26.798484	-	-	-	-	-	-	VI	unknown	-
J054708.10+234842.5	86.783781	23.811826	-	-	-	-	-	-	VI	unknown	-
J060403.62+215742.4	91.015084	21.961795	-	-	-	-	-	-	VI	unknown	-
J054557.51+251920.7	86.489654	25.322433	15.285	0.047	15.257	0.101	14.833	0.093	VI	unknown	-
J061725.04+361233.3	94.354335	36.209263	-	-	-	-	-	-	VI	unknown	-
J071052.51+192950.7	107.71881	19.49743	16.684	0.097	-	-	-	-	VI	unknown	-
J054335.90+250410.7	85.899609	25.069656	-	-	-	-	-	-	II	unknown	-
J053148.21+264720.9	82.950909	26.789155	-	-	-	-	-	-	VI	unknown	-
J035325.31+522219.8	58.3554833	52.3721813	12.793	0.024	12.963	0.034	12.890	0.035	VI	unknown	-
J042738.00+343942.4	66.90834	34.661802	16.140	0.071	16.137	0.195	16.689	-	VI	unknown	-
J052513.78+295406.3	81.307448	29.901763	-	-	-	-	-	-	VI	unknown	-
J055646.95+270440.7	89.195646	27.077978	-	-	-	-	-	-	VI	unknown	-
J033112.81+330826.7	52.803415	33.140777	-	-	-	-	-	-	VI	unknown	-
J054634.74+244233.6	86.644772	24.709337	14.365	0.031	15.043	0.089	14.792	0.102	VI	unknown	-
J055955.00+290407.3	89.979192	29.068701	15.064	0.043	15.195	0.087	14.911	0.101	VI	unknown	-
J055224.91+195214.6	88.103828	19.87074	-	-	-	-	-	-	VI	unknown	-
J054741.57+312705.8	86.923213	31.451635	-	-	-	-	-	-	VI	unknown	-
J054929.89+215528.5	87.374547	21.924592	-	-	-	-	-	-	VI	unknown	-
J055710.28+270744.4	89.292834	27.129026	-	-	-	-	-	-	VI	unknown	-
J051614.52+291736.4	79.060509	29.293455	15.164	0.042	15.411	0.080	15.495	0.138	VI	unknown	-
J055651.38+243824.7	89.214107	24.640201	15.030	0.043	15.239	0.079	14.919	0.101	VI	unknown	-
J061808.73+244945.4	94.53639	24.829292	-	-	-	-	-	-	VI	unknown	-
J054238.21+245328.7	85.659245	24.891306	12.806	0.024	13.111	0.027	12.920	0.027	VI	unknown	-
J054732.56+204941.6	86.885705	20.828228	14.870	0.036	15.162	0.085	14.796	0.092	VI	unknown	-
J035723.91+285622.2	59.349643	28.939515	-	-	-	-	-	-	VI	unknown	-
J060514.51+280615.5	91.310489	28.10433	15.258	0.044	15.315	0.088	14.999	0.100	VI	unknown	-
J063024.63+295758.2	97.602641	29.96619	-	-	-	-	-	-	VI	unknown	-
J080623.75+081240.6	121.59898	8.2113	-	-	-	-	-	-	VI	unknown	-
J055421.36+273726.2	88.589033	27.623957	-	-	-	-	-	-	VI	unknown	-
J055009.38+290419.1	87.539098	29.071989	-	-	-	-	-	-	VI	unknown	-
J054917.16+290907.9	87.321524	29.152206	15.678	0.052	15.785	0.158	15.249	0.144	VI	unknown	-
J055027.95+285822.0	87.616465	28.972791	14.899	0.043	15.552	0.141	15.085	-	VI	unknown	-
J022531.52+583035.6	36.3813382	58.5099023	10.931	0.023	11.234	0.030	11.139	0.020	VI	unknown	-
J053008.67+274437.8	82.536141	27.74385	15.004	0.042	15.467	0.104	15.041	0.115	VI	unknown	-
J052942.55+290623.5	82.427327	29.106554	-	-	-	-	-	-	VI	unknown	-
J052837.19+284815.6	82.154993	28.804355	-	-	-	-	-	-	VI	unknown	-
J052718.88+284318.8	81.828693	28.72191	15.635	0.055	15.808	0.128	15.331	0.139	VI	unknown	-
J052830.53+283041.0	82.12722	28.511416	14.514	0.033	15.037	0.076	14.680	0.082	VI	unknown	-
J053358.42+270855.2	83.493444	27.148679	-	-	-	-	-	-	VI	unknown	-
J053508.84+291228.6	83.786849	29.207962	-	-	-	-	-	-	VI	unknown	-
J053801.35+302417.7	84.505647	30.404928	-	-	-	-	-	-	VI	unknown	-
J052510.10+300229.3	81.292093	30.041489	-	-	-	-	-	-	VI	unknown	-
J055001.52+291051.7	87.50636	29.181032	-	-	-	-	-	-	VI	unknown	-
J055638.35+294529.6	89.159817	29.758239	-	-	-	-	-	-	VI	unknown	-
J055934.37+301357.8	89.893247	30.232733	-	-	-	-	-	-	VI	unknown	-
J065112.70+294634.9	102.80293	29.776373	-	-	-	-	-	-	VI	unknown	-
J070136.65+304733.6	105.4027125	30.7926667	17.162	0.136	-	-	-	-	VI	unknown	-
J123211.31+573218.1	188.047142	57.538366	16.223	0.051	17.682	-	15.906	0.230	VI	unknown	BlueStragglerStar
J070636.87+260327.4	106.65363	26.057624	-	-	-	-	-	-	VI	unknown	-
J054959.85+284217.4	87.4994	28.704852	16.118	0.078	16.004	0.200	17.236	-	VI	unknown	-
J033540.02+293050.1	53.916755	29.513936	16.477	0.081	-	-	-	-	VI	unknown	-
J055830.81+271438.0	89.62841	27.243909	14.757	0.036	14.903	0.066	14.986	0.106	VI	unknown	-
J055009.19+305126.6	87.538324	30.857394	15.114	0.043	15.631	0.112	15.308	0.153	VI	unknown	-
J113319.91+523101.8	173.332981	52.517182	16.060	0.053	16.025	0.196	15.787	0.222	VI	unknown	-
J063659.64+044300.3	99.24853	4.7167772	-	-	-	-	-	-	VI	unknown	-
J151240.64+274930.3	228.169367	27.825101	16.664	0.063	-	-	-	-	VI	unknown	Star
J040333.85+021632.9	60.8910582	2.2758199	14.125	0.027	14.370	0.049	14.315	0.077	VI	unknown	HorizontalBranchStar
J031357.25+240924.9	48.488582	24.156941	15.572	0.046	15.788	0.133	15.424	0.166	VI	unknown	-
J054535.42+234629.7	86.397624	23.774921	-	-	-	-	-	-	VI	unknown	-
J055705.57+272150.9	89.273231	27.364139	13.447	0.028	-	-	-	-	VI	unknown	-
J065108.63+333003.5	102.78599	33.500979	16.273	0.072	16.267	-	15.405	-	VI	unknown	-
J051208.03+222437.2	78.033482	22.410335	14.956	0.038	15.167	0.110	14.849	0.125	VI	unknown	-
J055202.97+142426.0	88.012408	14.407246	-	-	-	-	-	-	VI	unknown	-
J053257.70+325930.0	83.240419	32.991679	-	-	-	-	-	-	VI	unknown	-
J055729.80+243546.9	89.374185	24.596365	-	-	-	-	-	-	VI	unknown	-
J055545.78+235330.3	88.940783	23.891776	-	-	-	-	-	-	VI	unknown	-
J061144.59+254455.3	92.935821	25.748701	15.217	0.042	-	-	-	-	VI	unknown	-
J061431.90+290927.8	93.632921	29.157746	-	-	-	-	-	-	VI	unknown	-
J050503.75+411726.5	76.265627	41.29071	-	-	-	-	-	-	VI	unknown	-
J030211.56+371109.4	45.548188	37.185967	16.460	0.076	16.037	0.196	16.177	-	VI	unknown	WhiteDwarf
J052940.53+281532.4	82.418916	28.259022	-	-	-	-	-	-	VI	unknown	-
J052114.39+302054.3	80.309979	30.348442	15.675	0.060	16.096	0.182	15.320	-	VI	unknown	-
J052717.28+295339.8	81.822027	29.894402	-	-	-	-	-	-	VI	unknown	-
J052704.32+292640.3	81.768001	29.444532	-	-	-	-	-	-	VI	unknown	-
J054928.83+225610.0	87.370134	22.936133	-	-	-	-	-	-	VI	unknown	-
J000943.24+495009.2	2.430201	49.835892	13.949	0.027	15.268	-	14.590	-	VI	unknown	-
J070620.87+220743.8	106.58696	22.128846	16.445	0.086	16.414	-	16.094	-	VI	unknown	-
J043103.74+251520.5	67.76562	25.2557	16.412	0.078	16.343	0.235	15.883	0.238	VI	unknown	-
J045404.87+210701.6	73.52031	21.117116	15.887	0.058	15.781	0.130	15.367	-	VI	unknown	-
J054504.33+232105.2	86.268075	23.351465	-	-	-	-	-	-	VI	unknown	-
J053512.00+214225.0	83.800027	21.706952	-	-	-	-	-	-	VI	unknown	-
J080156.55+203142.3	120.48565	20.528426	-	-	-	-	-	-	VI	unknown	-
J050345.04+244514.1	75.9377	24.75392	15.845	0.065	16.080	0.174	15.695	-	VI	unknown	-
J044933.52+021158.5	72.389699	2.1996034	-	-	-	-	-	-	VI	unknown	-
J024155.09+571637.6	40.479543	57.277122	-	-	-	-	-	-	VI	unknown	-
J050946.15+374843.4	77.442319	37.812073	-	-	-	-	-	-	VI	unknown	-
J051543.43+290019.0	78.930966	29.005304	15.195	0.048	15.431	0.075	15.151	0.101	VI	unknown	-
J104902.61+010500.6	162.260884	1.083517	16.359	0.073	16.239	0.197	15.620	0.226	VI	unknown	VariableStarofRRLyrtype
J065538.32+312339.8	103.90969	31.394393	-	-	-	-	-	-	VI	unknown	-
J052012.07+364021.2	80.050326	36.672568	-	-	-	-	-	-	VI	unknown	-
J054458.54+382954.3	86.243948	38.498444	-	-	-	-	-	-	VI	unknown	-
J060007.74+303017.8	90.032275	30.504963	-	-	-	-	-	-	VI	unknown	-
J052457.54+282503.8	81.23977	28.417735	16.695	0.110	-	-	-	-	VI	unknown	-
J055341.27+282431.5	88.421997	28.408751	-	-	-	-	-	-	VI	unknown	-
J044023.73+270017.3	70.09891	27.004829	15.152	0.040	15.346	0.089	14.985	0.132	VI	unknown	-
J044530.24+290507.6	71.376038	29.085465	15.837	0.058	16.321	0.239	15.909	0.214	VI	unknown	-
J055238.42+290324.7	88.16012	29.056876	-	-	-	-	-	-	VI	unknown	-
J060129.43+280522.7	90.372642	28.089653	-	-	-	-	-	-	VI	unknown	-
J054640.50+294346.5	86.668771	29.729599	-	-	-	-	-	-	VI	unknown	-
J053220.60+292803.5	83.085855	29.467641	15.669	0.057	15.913	0.153	15.312	0.138	VI	unknown	-
J053017.11+282002.7	82.571308	28.334099	14.573	0.033	14.769	0.059	14.398	0.067	VI	unknown	-
J052236.37+294207.0	80.65155	29.701957	16.231	0.078	16.573	0.294	15.693	0.179	VI	unknown	-
J052718.88+284318.8	81.828693	28.72191	15.635	0.055	15.808	0.128	15.331	0.139	VI	unknown	-
J053312.70+300427.9	83.302947	30.074442	15.265	0.046	15.891	0.145	15.561	0.194	VI	unknown	-
J052253.81+293907.4	80.724223	29.652064	-	-	-	-	-	-	VI	unknown	-
J052616.32+300328.0	81.568018	30.057793	-	-	-	-	-	-	VI	unknown	-
J024834.92+555358.3	42.1455073	55.8995464	-	-	-	-	-	-	VI	unknown	-
J030121.97+534856.8	45.34156	53.815791	12.757	0.025	12.995	0.027	12.909	0.026	VI	unknown	-
